txn_date,raw_description,clean_description,amount,category,parse_method,confidence,review_flag,source_file,created_at
2026-01-09,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-36.92,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-09,Card Purchase With Pin 01/09 7-Eleven Southgate MI Card 1606,card purchase with pin 01/09 7-eleven southgate mi card 1606,-21.8,Groceries,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-09,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-29.02,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-08,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-22.83,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-08,Paypal Inst Xfer Web ID: Paypalsi77,paypal inst xfer web id paypalsi77,-24.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-08,Card Purchase 01/07 Nannas Kitchen 734-2819093 MI Card 1606,card purchase 01/07 nannas kitchen 734-2819093 mi card 1606,-37.34,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-08,Card Purchase 01/07 Starbucks Store 49998 Riverview MI Card 1606,card purchase 01/07 starbucks store 49998 riverview mi card 1606,-14.77,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-07,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-22.35,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-07,Card Purchase With Pin 01/07 Walgreens Store 17071 Riverview MI Card,card purchase with pin 01/07 walgreens store 17071 riverview mi card,-45.19,Groceries,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-07,Venmo Repayment 1039456352333 Web ID: 3364681992,venmo repayment 1039456352333 web id 3364681992,-29.0,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-07,Ford Motor CR Fordcredit 063678260 Web ID: 3534610003,ford motor cr fordcredit 063678260 web id 3534610003,425.87,Revenue,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-07,Card Purchase 01/06 Tst*Franks Pizza Wyandotte MI Card 1606,card purchase 01/06 tst*franks pizza wyandotte mi card 1606,-33.92,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-07,Card Purchase 01/06 Walgreens #4585 Riverview MI Card 1606,card purchase 01/06 walgreens 4585 riverview mi card 1606,-12.0,Groceries,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-07,Card Purchase 01/06 Starbucks Store 49998 Riverview MI Card 1606,card purchase 01/06 starbucks store 49998 riverview mi card 1606,-23.94,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-07,Card Purchase 01/05 Olive Garden Zk 0021172 Southgate MI Card,card purchase 01/05 olive garden zk 0021172 southgate mi card,-48.68,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-07,Remote Online Deposit 1,remote online deposit 1,-420.95,Revenue,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Non-Chase ATM Fee-With,non-chase atm fee-with,-3.0,Taxes & Fees,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Paypal Inst Xfer Splice Web ID: Paypalsi77,paypal inst xfer splice web id paypalsi77,-7.99,Software / SaaS,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-12.26,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase With Pin 01/05 Bp#9255910Vndke Detroit MI Card 1606,card purchase with pin 01/05 bp 9255910vndke detroit mi card 1606,-5.5,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/05 Amazon Digit*Zp6Mm3RI 888-802-3080 WA,card purchase 01/05 amazon digit*zp6mm3ri 888-802-3080 wa,-6.99,Office Supplies,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/05 Pro Shine Express Car W Southgate MI Card,card purchase 01/05 pro shine express car w southgate mi card,-14.0,Auto Expense,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/05 Kohl's #0017 Taylor MI Card 1606,card purchase 01/05 kohl s 0017 taylor mi card 1606,-81.2,Wardrobe / Stagewear,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase With Pin 01/05 H&A Gas Station Wyandotte MI Card 1606,card purchase with pin 01/05 h&a gas station wyandotte mi card 1606,-40.0,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/05 White Castle 040020 Southgate MI Card 1606,card purchase 01/05 white castle 040020 southgate mi card 1606,-16.19,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/05 Amazon Prime*Zp95D59 Amzn.Com/Bill WA,card purchase 01/05 amazon prime*zp95d59 amzn.com/bill wa,-15.89,Office Supplies,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Non-Chase ATM Withdraw 01/04 23925 Goddard Rd Taylor ME Card 1606,non-chase atm withdraw 01/04 23925 goddard rd taylor me card 1606,-42.75,Transfer,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/04 Wendy's - Lincoln Par Lincoln Park MI Card,card purchase 01/04 wendy s - lincoln par lincoln park mi card,-26.9,Meals,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/04 The Brass Rail Pizza Ba Detroit MI Card 1606,card purchase 01/04 the brass rail pizza ba detroit mi card 1606,-12.22,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/04 City of Detroit Munpl. Detroit MI Card 1606,card purchase 01/04 city of detroit munpl. detroit mi card 1606,-2.0,Taxes & Fees,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/04 Exxon Fort & Penn Riverview MI Card 1606,card purchase 01/04 exxon fort & penn riverview mi card 1606,-26.59,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/04 Starbucks Store 49998 Riverview MI Card 1606,card purchase 01/04 starbucks store 49998 riverview mi card 1606,-10.72,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Card Purchase 01/03 Starbucks Store 49998 Riverview MI Card 1606,card purchase 01/03 starbucks store 49998 riverview mi card 1606,-11.07,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-06,Paypal Transfer PPD ID: Paypalsd11,paypal transfer ppd id paypalsd11,150.37,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-03,Card Purchase 01/03 Exxon Fort & Penn Riverview MI Card 1606,card purchase 01/03 exxon fort & penn riverview mi card 1606,-25.26,Fuel,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-03,Card Purchase 01/02 City of Detroit Munpl. Detroit MI Card 1606,card purchase 01/02 city of detroit munpl. detroit mi card 1606,-2.0,Taxes & Fees,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-03,Recurring Card Purchase 01/02 Wodify* Wp Crossfit Dimmerj@Gmail MI,recurring card purchase 01/02 wodify* wp crossfit dimmerj gmail mi,-150.0,Subscriptions,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-03,Card Purchase 01/02 Exu Hong Kong Card 1606,card purchase 01/02 exu hong kong card 1606,-6.99,Uncategorized,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-03,Card Purchase 01/02 Starbucks Store 49998 Riverview MI Card 1606,card purchase 01/02 starbucks store 49998 riverview mi card 1606,-12.34,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-03,Ford Motor CO. Payroll H PPD ID: 2380549190,ford motor co. payroll h ppd id 2380549190,959.45,Payroll,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-02,Paypal Inst Xfer Doordashinc Web ID: Paypalsi77,paypal inst xfer doordashinc web id paypalsi77,-25.8,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-02,Card Purchase 01/01 Friendly Mart Wyandotte MI Card 1606,card purchase 01/01 friendly mart wyandotte mi card 1606,-7.08,Groceries,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-02,Card Purchase 01/01 Starbucks Store 49998 Riverview MI Card 1606,card purchase 01/01 starbucks store 49998 riverview mi card 1606,-12.34,Meals,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-02,Recurring Card Purchase 01/01 Victory Gym Vhc Httpswww.Vict MI Card,recurring card purchase 01/01 victory gym vhc httpswww.vict mi card,-20.0,Subscriptions,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-02,Card Purchase 12/31 Rams Horn of Southgate 734-2850750 MI Card,card purchase 12/31 rams horn of southgate 734-2850750 mi card,-39.27,Meals,pdf-bank,0.84,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
2026-01-02,Real Time Transfer Recd From Aba/Contr Bnk-021000021 From:,real time transfer recd from aba/contr bnk-021000021 from,122.25,Transfer,pdf-bank,0.99,0,20250128-statements-8065-.pdf,2026-03-26T02:49:20.068508
